project	sample	experiment	run	reads_downloaded	paired_end	sra_misreported_paired_end	mapped_read_count	tissue	sharq_beta_cell_type	avg_read_length	characteristics	dataset
SRP012682	SRS631784	SRX585410	SRR1370742	97226466	TRUE	FALSE	95358417	blood	NA	152	NA	SRP012682_blood
SRP012682	SRS634799	SRX591185	SRR1380806	97170272	TRUE	FALSE	92489494	liver	NA	152	NA	SRP012682_liver
SRP012682	SRS648247	SRX628839	SRR1467171	96982978	TRUE	FALSE	93383275	colon	NA	152	NA	SRP012682_colon
SRP012682	SRS634568	SRX590603	SRR1379426	96882474	TRUE	FALSE	90600541	liver	NA	152	NA	SRP012682_liver
SRP012682	SRS389756	SRX222809	SRR660800	96413766	TRUE	FALSE	75225759	lung	NA	152	NA	SRP012682_lung
SRP012682	SRS629533	SRX577635	SRR1352639	96357480	TRUE	FALSE	93415186	spleen	NA	152	NA	SRP012682_spleen
SRP012682	SRS627176	SRX569087	SRR1333083	96046130	TRUE	FALSE	92774130	nerve	NA	152	NA	SRP012682_nerve
SRP012682	SRS648344	SRX629769	SRR1469279	95944958	TRUE	FALSE	93907695	breast	NA	152	NA	SRP012682_breast
SRP012682	SRS644498	SRX617800	SRR1442273	95931084	TRUE	FALSE	94065494	heart	NA	152	NA	SRP012682_heart
SRP012682	SRS624048	SRX559310	SRR1312288	95667866	TRUE	FALSE	89270928	testis	NA	152	NA	SRP012682_testis
SRP012682	SRS389664	SRX222539	SRR659935	95620762	TRUE	FALSE	88478114	blood	NA	152	NA	SRP012682_blood
SRP012682	SRS648171	SRX628180	SRR1465543	95547642	TRUE	FALSE	92870405	lung	NA	152	NA	SRP012682_lung
SRP012682	SRS639246	SRX605344	SRR1414916	95418918	TRUE	FALSE	92242538	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS524870	SRX412556	SRR1084128	92710206	TRUE	FALSE	89812310	pancreas	NA	147	NA	SRP012682_pancreas
SRP012682	SRS627209	SRX569360	SRR1333767	94986902	TRUE	FALSE	93336531	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS629913	SRX580184	SRR1359649	94976456	TRUE	FALSE	93166357	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS374933	SRX203946	SRR615455	94852262	TRUE	FALSE	52225685	bone_marrow	NA	152	NA	SRP012682_bone_marrow
SRP012682	SRS649725	SRX637779	SRR1489631	93858302	TRUE	FALSE	91382338	prostate	NA	152	NA	SRP012682_prostate
SRP012682	SRS625225	SRX561488	SRR1316231	93833712	TRUE	FALSE	89141494	stomach	NA	152	NA	SRP012682_stomach
SRP012682	SRS389881	SRX223205	SRR662282	93742024	TRUE	FALSE	67953139	blood	NA	152	NA	SRP012682_blood
SRP012682	SRS643831	SRX613107	SRR1429429	93514240	TRUE	FALSE	91408851	salivary_gland	NA	152	NA	SRP012682_salivary_gland
SRP012682	SRS637659	SRX598516	SRR1396742	93058716	TRUE	FALSE	88933424	colon	NA	152	NA	SRP012682_colon
SRP012682	SRS646033	SRX624915	SRR1459211	92805232	TRUE	FALSE	91604072	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS648275	SRX629087	SRR1467792	92774064	TRUE	FALSE	89084489	blood_vessel	NA	152	NA	SRP012682_blood_vessel
SRP012682	SRS374888	SRX203850	SRR613819	92124112	TRUE	FALSE	58471483	blood_vessel	NA	152	NA	SRP012682_blood_vessel
SRP012682	SRS627186	SRX569170	SRR1333308	91997554	TRUE	FALSE	90079316	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS389125	SRX221600	SRR658259	91858802	TRUE	FALSE	85429003	muscle	NA	152	NA	SRP012682_muscle
SRP012682	SRS639551	SRX607892	SRR1421140	91819310	TRUE	FALSE	89833548	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS623954	SRX558485	SRR1310476	91611874	TRUE	FALSE	89828989	muscle	NA	152	NA	SRP012682_muscle
SRP012682	SRS645732	SRX622230	SRR1452696	91257690	TRUE	FALSE	88755638	muscle	NA	152	NA	SRP012682_muscle
SRP012682	SRS631174	SRX582799	SRR1365034	91085978	TRUE	FALSE	89882345	muscle	NA	152	NA	SRP012682_muscle
SRP012682	SRS635367	SRX592869	SRR1384883	90979506	TRUE	FALSE	88655549	nerve	NA	152	NA	SRP012682_nerve
SRP012682	SRS629871	SRX579941	SRR1358826	90816344	TRUE	FALSE	88970130	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS645883	SRX623567	SRR1455946	90600852	TRUE	FALSE	85750648	testis	NA	152	NA	SRP012682_testis
SRP012682	SRS639288	SRX605674	SRR1415751	90346048	TRUE	FALSE	85461040	small_intestine	NA	152	NA	SRP012682_small_intestine
SRP012682	SRS649711	SRX637656	SRR1489328	89974910	TRUE	FALSE	87512411	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS648768	SRX633445	SRR1478053	89946028	TRUE	FALSE	87660345	muscle	NA	152	NA	SRP012682_muscle
SRP012682	SRS629361	SRX576182	SRR1348911	89544204	TRUE	FALSE	86258106	spleen	NA	152	NA	SRP012682_spleen
SRP012682	SRS637033	SRX596949	SRR1392985	89505418	TRUE	FALSE	87696243	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS333108	SRX198120	SRR597952	89328866	TRUE	FALSE	80487758	thyroid	NA	152	NA	SRP012682_thyroid
SRP012682	SRS625559	SRX563398	SRR1321011	89190486	TRUE	FALSE	88094172	blood_vessel	NA	152	NA	SRP012682_blood_vessel
SRP012682	SRS648637	SRX632299	SRR1475300	88855568	TRUE	FALSE	84230175	muscle	NA	152	NA	SRP012682_muscle
SRP012682	SRS374889	SRX203852	SRR614431	88814352	TRUE	FALSE	75629124	nerve	NA	152	NA	SRP012682_nerve
SRP012682	SRS389536	SRX222207	SRR657575	88388228	TRUE	FALSE	80998577	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS648115	SRX627723	SRR1464373	88290174	TRUE	FALSE	85740218	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS648591	SRX631865	SRR1474312	88229686	TRUE	FALSE	85127513	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS648851	SRX634176	SRR1479802	88146856	TRUE	FALSE	83741188	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS627952	SRX572927	SRR1342023	87923922	TRUE	FALSE	82865908	lung	NA	152	NA	SRP012682_lung
SRP012682	SRS648911	SRX634720	SRR1481106	87908864	TRUE	FALSE	84296979	nerve	NA	152	NA	SRP012682_nerve
SRP012682	SRS631763	SRX585218	SRR1370285	87796634	TRUE	FALSE	86180052	nerve	NA	152	NA	SRP012682_nerve
SRP012682	SRS644706	SRX619552	SRR1446673	87763810	TRUE	FALSE	82625361	nerve	NA	152	NA	SRP012682_nerve
SRP012682	SRS524339	SRX406354	SRR1072031	87158122	TRUE	FALSE	85320579	blood_vessel	NA	152	NA	SRP012682_blood_vessel
SRP012682	SRS629371	SRX576276	SRR1349121	87103394	TRUE	FALSE	85358353	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS638259	SRX602418	SRR1407470	87010040	TRUE	FALSE	85197202	heart	NA	152	NA	SRP012682_heart
SRP012682	SRS643856	SRX613308	SRR1429979	86877890	TRUE	FALSE	82727862	ovary	NA	152	NA	SRP012682_ovary
SRP012682	SRS374907	SRX203890	SRR614310	86762760	TRUE	FALSE	81898072	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS648906	SRX634671	SRR1480988	86748908	TRUE	FALSE	83705114	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS631340	SRX583577	SRR1366961	86572590	TRUE	FALSE	84911599	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS626643	SRX566748	SRR1328101	86047454	TRUE	FALSE	84057617	muscle	NA	152	NA	SRP012682_muscle
SRP012682	SRS629697	SRX578618	SRR1355304	86032976	TRUE	FALSE	84537382	testis	NA	152	NA	SRP012682_testis
SRP012682	SRS630580	SRX582037	SRR1363926	85846608	TRUE	FALSE	84054938	blood_vessel	NA	152	NA	SRP012682_blood_vessel
SRP012682	SRS625503	SRX562948	SRR1319970	85724596	TRUE	FALSE	82987683	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS634087	SRX588846	SRR1375485	85653258	TRUE	FALSE	83146335	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS524971	SRX413758	SRR1086514	85444248	TRUE	FALSE	83429356	prostate	NA	152	NA	SRP012682_prostate
SRP012682	SRS639489	SRX607345	SRR1419807	84983536	TRUE	FALSE	82164938	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS634449	SRX590223	SRR1378684	84865808	TRUE	FALSE	81181388	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS627454	SRX570309	SRR1335670	84611552	TRUE	FALSE	83168692	lung	NA	152	NA	SRP012682_lung
SRP012682	SRS630019	SRX580954	SRR1361692	84565302	TRUE	FALSE	80447299	pancreas	NA	152	NA	SRP012682_pancreas
SRP012682	SRS639196	SRX604942	SRR1413959	84555526	TRUE	FALSE	83033463	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS524285	SRX405772	SRR1070888	83943730	TRUE	FALSE	81622087	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS628350	SRX573507	SRR1342960	83755410	TRUE	FALSE	81650738	colon	NA	152	NA	SRP012682_colon
SRP012682	SRS635276	SRX592392	SRR1383571	83545886	TRUE	FALSE	81361288	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS648395	SRX630213	SRR1470336	83416244	TRUE	FALSE	81958243	adrenal_gland	NA	152	NA	SRP012682_adrenal_gland
SRP012682	SRS644741	SRX619873	SRR1447437	83191772	TRUE	FALSE	81180524	testis	NA	152	NA	SRP012682_testis
SRP012682	SRS648181	SRX628262	SRR1465758	83092218	TRUE	FALSE	80901590	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS625398	SRX562226	SRR1318046	83023922	TRUE	FALSE	81113229	nerve	NA	152	NA	SRP012682_nerve
SRP012682	SRS648599	SRX631953	SRR1474485	83022152	TRUE	FALSE	80869403	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS627703	SRX570942	SRR1337155	82872196	TRUE	FALSE	81079873	blood_vessel	NA	152	NA	SRP012682_blood_vessel
SRP012682	SRS627875	SRX572385	SRR1340662	82774276	TRUE	FALSE	80586592	kidney	NA	152	NA	SRP012682_kidney
SRP012682	SRS631482	SRX584382	SRR1369129	82772570	TRUE	FALSE	79072669	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS625735	SRX564614	SRR1324141	82723058	TRUE	FALSE	80746102	pituitary	NA	152	NA	SRP012682_pituitary
SRP012682	SRS629883	SRX579979	SRR1359027	82664352	TRUE	FALSE	80964279	small_intestine	NA	152	NA	SRP012682_small_intestine
SRP012682	SRS645834	SRX623136	SRR1454891	82305734	TRUE	FALSE	79722045	blood_vessel	NA	152	NA	SRP012682_blood_vessel
SRP012682	SRS627867	SRX572313	SRR1340486	82185080	TRUE	FALSE	80099893	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS637907	SRX600067	SRR1400955	82171884	TRUE	FALSE	78396311	lung	NA	152	NA	SRP012682_lung
SRP012682	SRS524926	SRX413226	SRR1085475	82054368	TRUE	FALSE	80333215	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS627788	SRX571652	SRR1338923	82018164	TRUE	FALSE	80228019	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS631782	SRX585385	SRR1370701	81977334	TRUE	FALSE	77922793	colon	NA	152	NA	SRP012682_colon
SRP012682	SRS627907	SRX572607	SRR1341188	81833050	TRUE	FALSE	79261611	nerve	NA	152	NA	SRP012682_nerve
SRP012682	SRS645774	SRX622606	SRR1453615	81831574	TRUE	FALSE	78826169	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS648635	SRX632283	SRR1475257	81713430	TRUE	FALSE	79641266	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS639386	SRX606422	SRR1417588	81653272	TRUE	FALSE	79275245	blood_vessel	NA	152	NA	SRP012682_blood_vessel
SRP012682	SRS643899	SRX613739	SRR1430928	81634794	TRUE	FALSE	77312475	prostate	NA	152	NA	SRP012682_prostate
SRP012682	SRS625658	SRX564121	SRR1322900	81409518	TRUE	FALSE	80279085	muscle	NA	152	NA	SRP012682_muscle
SRP012682	SRS638571	SRX603825	SRR1411046	81321856	TRUE	FALSE	78557373	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS634345	SRX589804	SRR1377844	81310114	TRUE	FALSE	79543463	blood_vessel	NA	152	NA	SRP012682_blood_vessel
SRP012682	SRS644086	SRX615265	SRR1434867	81307970	TRUE	FALSE	78750714	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS524344	SRX406414	SRR1072150	81087204	TRUE	FALSE	79999853	lung	NA	152	NA	SRP012682_lung
SRP012682	SRS524992	SRX414010	SRR1087007	80737380	TRUE	FALSE	79504063	liver	NA	152	NA	SRP012682_liver
SRP012682	SRS648393	SRX630196	SRR1470291	80614456	TRUE	FALSE	77898221	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS648621	SRX632171	SRR1474975	80500154	TRUE	FALSE	79295574	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS644001	SRX614610	SRR1433066	80317040	TRUE	FALSE	77637423	kidney	NA	152	NA	SRP012682_kidney
SRP012682	SRS623976	SRX558700	SRR1310939	80292998	TRUE	FALSE	78025113	prostate	NA	152	NA	SRP012682_prostate
SRP012682	SRS524964	SRX413672	SRR1086349	80248338	TRUE	FALSE	78505982	blood_vessel	NA	152	NA	SRP012682_blood_vessel
SRP012682	SRS635289	SRX592439	SRR1383674	79826298	TRUE	FALSE	78309156	colon	NA	152	NA	SRP012682_colon
SRP012682	SRS643926	SRX613956	SRR1431493	79754428	TRUE	FALSE	77944419	pancreas	NA	152	NA	SRP012682_pancreas
SRP012682	SRS648560	SRX631676	SRR1473846	79734350	TRUE	FALSE	77412559	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS644506	SRX617871	SRR1442440	79684038	TRUE	FALSE	77773050	colon	NA	152	NA	SRP012682_colon
SRP012682	SRS524960	SRX413633	SRR1086256	79475966	TRUE	FALSE	77496638	liver	NA	152	NA	SRP012682_liver
SRP012682	SRS638092	SRX601361	SRR1404461	79475038	TRUE	FALSE	77823795	colon	NA	152	NA	SRP012682_colon
SRP012682	SRS644534	SRX618093	SRR1443026	79223320	TRUE	FALSE	76771586	blood_vessel	NA	152	NA	SRP012682_blood_vessel
SRP012682	SRS526648	SRX421865	SRR1101612	79179632	TRUE	FALSE	78061525	pituitary	NA	152	NA	SRP012682_pituitary
SRP012682	SRS637813	SRX599378	SRR1399156	78867402	TRUE	FALSE	76709633	stomach	NA	152	NA	SRP012682_stomach
SRP012682	SRS645772	SRX622592	SRR1453569	78862954	TRUE	FALSE	77614839	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS634136	SRX589246	SRR1376497	78841054	TRUE	FALSE	77006139	thyroid	NA	152	NA	SRP012682_thyroid
SRP012682	SRS644523	SRX618012	SRR1442822	78815370	TRUE	FALSE	75471708	lung	NA	152	NA	SRP012682_lung
SRP012682	SRS625703	SRX564368	SRR1323536	78719866	TRUE	FALSE	76929454	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS630014	SRX580913	SRR1361590	78708280	TRUE	FALSE	77439037	blood	NA	152	NA	SRP012682_blood
SRP012682	SRS648789	SRX633619	SRR1478501	78573204	TRUE	FALSE	76981786	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS650081	SRX640141	SRR1498529	78369708	TRUE	FALSE	75902656	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS524462	SRX407927	SRR1075054	78136216	TRUE	FALSE	77116732	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS649756	SRX638058	SRR1490289	78008964	TRUE	FALSE	74585827	heart	NA	152	NA	SRP012682_heart
SRP012682	SRS408420	SRX260781	SRR813848	77972016	TRUE	FALSE	73780551	thyroid	NA	152	NA	SRP012682_thyroid
SRP012682	SRS636132	SRX594664	SRR1388305	77937774	TRUE	FALSE	76793369	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS627916	SRX572678	SRR1341344	77759108	TRUE	FALSE	75320200	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS389942	SRX223382	SRR662211	77736662	TRUE	FALSE	74888933	blood	NA	152	NA	SRP012682_blood
SRP012682	SRS645811	SRX622940	SRR1454397	77696896	TRUE	FALSE	75299027	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS627587	SRX570725	SRR1336617	77656130	TRUE	FALSE	75535903	colon	NA	152	NA	SRP012682_colon
SRP012682	SRS633742	SRX588152	SRR1374198	77416744	TRUE	FALSE	74702041	blood_vessel	NA	152	NA	SRP012682_blood_vessel
SRP012682	SRS635376	SRX592897	SRR1384941	77032040	TRUE	FALSE	75859593	nerve	NA	152	NA	SRP012682_nerve
SRP012682	SRS526105	SRX419759	SRR1097811	76978192	TRUE	FALSE	75976379	colon	NA	152	NA	SRP012682_colon
SRP012682	SRS526092	SRX419637	SRR1097574	76898050	TRUE	FALSE	75291827	cervix_uteri	NA	152	NA	SRP012682_cervix_uteri
SRP012682	SRS637719	SRX598935	SRR1397949	76383750	TRUE	FALSE	74431156	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS645821	SRX623021	SRR1454607	76243726	TRUE	FALSE	72442702	ovary	NA	152	NA	SRP012682_ovary
SRP012682	SRS639530	SRX607702	SRR1420687	75998180	TRUE	FALSE	72170163	ovary	NA	152	NA	SRP012682_ovary
SRP012682	SRS524405	SRX407161	SRR1073631	75948108	TRUE	FALSE	74569904	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS648854	SRX634209	SRR1479866	75756194	TRUE	FALSE	73437097	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS625641	SRX563991	SRR1322536	75348902	TRUE	FALSE	72137071	adrenal_gland	NA	152	NA	SRP012682_adrenal_gland
SRP012682	SRS626177	SRX565366	SRR1325201	75336442	TRUE	FALSE	72095301	salivary_gland	NA	152	NA	SRP012682_salivary_gland
SRP012682	SRS625600	SRX563674	SRR1321674	75096320	TRUE	FALSE	72867234	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS625239	SRX561605	SRR1316624	74958890	TRUE	FALSE	73068274	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS648660	SRX632508	SRR1475785	74865196	TRUE	FALSE	72614050	colon	NA	152	NA	SRP012682_colon
SRP012682	SRS634570	SRX590615	SRR1379471	74812690	TRUE	FALSE	72696104	thyroid	NA	152	NA	SRP012682_thyroid
SRP012682	SRS526581	SRX421448	SRR1100824	74761994	TRUE	FALSE	73922225	adrenal_gland	NA	152	NA	SRP012682_adrenal_gland
SRP012682	SRS625656	SRX564113	SRR1322864	74631804	TRUE	FALSE	72687453	nerve	NA	152	NA	SRP012682_nerve
SRP012682	SRS648710	SRX632933	SRR1476825	74595648	TRUE	FALSE	73087591	nerve	NA	152	NA	SRP012682_nerve
SRP012682	SRS644571	SRX618407	SRR1443824	74443350	TRUE	FALSE	71939681	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS645970	SRX624336	SRR1457835	74342910	TRUE	FALSE	73065308	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS626813	SRX566989	SRR1328447	74286862	TRUE	FALSE	73360336	kidney	NA	152	NA	SRP012682_kidney
SRP012682	SRS629767	SRX579100	SRR1356531	74273534	TRUE	FALSE	72236222	pituitary	NA	152	NA	SRP012682_pituitary
SRP012682	SRS524297	SRX405909	SRR1071157	74030672	TRUE	FALSE	73072454	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS526683	SRX422208	SRR1102272	73964340	TRUE	FALSE	72175970	stomach	NA	152	NA	SRP012682_stomach
SRP012682	SRS526592	SRX421567	SRR1101061	73927332	TRUE	FALSE	72819597	vagina	NA	152	NA	SRP012682_vagina
SRP012682	SRS644592	SRX618593	SRR1444264	73916500	TRUE	FALSE	70781074	testis	NA	152	NA	SRP012682_testis
SRP012682	SRS524981	SRX413876	SRR1086752	73872026	TRUE	FALSE	71869668	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS636126	SRX594608	SRR1388190	73777196	TRUE	FALSE	71251489	stomach	NA	152	NA	SRP012682_stomach
SRP012682	SRS631155	SRX582651	SRR1364658	73693776	TRUE	FALSE	71460850	lung	NA	152	NA	SRP012682_lung
SRP012682	SRS637605	SRX598093	SRR1395575	73665590	TRUE	FALSE	71761200	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS526124	SRX419904	SRR1098074	73574640	TRUE	FALSE	72463450	lung	NA	152	NA	SRP012682_lung
SRP012682	SRS629479	SRX577161	SRR1351432	73206416	TRUE	FALSE	71801146	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS526168	SRX420430	SRR1099120	73129266	TRUE	FALSE	71989229	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS629282	SRX575796	SRR1347916	72450924	TRUE	FALSE	71523316	colon	NA	152	NA	SRP012682_colon
SRP012682	SRS625500	SRX562907	SRR1319903	71949286	TRUE	FALSE	69720339	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS389922	SRX223326	SRR661925	71923934	TRUE	FALSE	66562885	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS627163	SRX568970	SRR1332816	71721054	TRUE	FALSE	69959007	blood_vessel	NA	152	NA	SRP012682_blood_vessel
SRP012682	SRS639208	SRX605046	SRR1414209	71667332	TRUE	FALSE	70767921	stomach	NA	152	NA	SRP012682_stomach
SRP012682	SRS636570	SRX596070	SRR1391811	71538646	TRUE	FALSE	69720458	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS524628	SRX409723	SRR1078586	71293096	TRUE	FALSE	69523870	blood_vessel	NA	152	NA	SRP012682_blood_vessel
SRP012682	SRS525367	SRX417378	SRR1093649	71290584	TRUE	FALSE	70051267	heart	NA	152	NA	SRP012682_heart
SRP012682	SRS638381	SRX603140	SRR1409465	71204280	TRUE	FALSE	70212184	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS644548	SRX618214	SRR1443332	71056516	TRUE	FALSE	69977587	nerve	NA	152	NA	SRP012682_nerve
SRP012682	SRS643893	SRX613674	SRR1430794	70961726	TRUE	FALSE	69190735	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS623928	SRX558268	SRR1309942	70872382	TRUE	FALSE	68859460	muscle	NA	152	NA	SRP012682_muscle
SRP012682	SRS645979	SRX624413	SRR1458044	70418862	TRUE	FALSE	69227343	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS625635	SRX563955	SRR1322419	70372710	TRUE	FALSE	67415020	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS625444	SRX562453	SRR1318708	69324848	TRUE	FALSE	68410444	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS648807	SRX633799	SRR1478900	69278550	TRUE	FALSE	68236787	heart	NA	152	NA	SRP012682_heart
SRP012682	SRS627159	SRX568925	SRR1332733	69210506	TRUE	FALSE	67297230	testis	NA	152	NA	SRP012682_testis
SRP012682	SRS525179	SRX415411	SRR1089785	69086272	TRUE	FALSE	68106182	pituitary	NA	152	NA	SRP012682_pituitary
SRP012682	SRS524877	SRX412640	SRR1084299	68988016	TRUE	FALSE	67298604	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS636125	SRX594592	SRR1388168	68876898	TRUE	FALSE	67216557	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS626248	SRX565783	SRR1326317	68642426	TRUE	FALSE	67464913	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS636250	SRX594984	SRR1388997	68341984	TRUE	FALSE	66408786	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS629221	SRX575332	SRR1346734	68062070	TRUE	FALSE	66039133	liver	NA	152	NA	SRP012682_liver
SRP012682	SRS646079	SRX625370	SRR1460279	67981310	TRUE	FALSE	67111602	testis	NA	152	NA	SRP012682_testis
SRP012682	SRS526665	SRX421987	SRR1101834	67793576	TRUE	FALSE	66872251	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS648742	SRX633235	SRR1477522	67634852	TRUE	FALSE	65998335	colon	NA	152	NA	SRP012682_colon
SRP012682	SRS629521	SRX577504	SRR1352369	67562656	TRUE	FALSE	66071930	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS644751	SRX619960	SRR1447652	67519476	TRUE	FALSE	66330013	heart	NA	152	NA	SRP012682_heart
SRP012682	SRS644521	SRX617998	SRR1442778	67498822	TRUE	FALSE	66604293	lung	NA	152	NA	SRP012682_lung
SRP012682	SRS649695	SRX637526	SRR1488986	67269748	TRUE	FALSE	65263208	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS526121	SRX419859	SRR1098002	67195366	TRUE	FALSE	66351924	colon	NA	152	NA	SRP012682_colon
SRP012682	SRS645791	SRX622758	SRR1453950	66844082	TRUE	FALSE	65571517	blood_vessel	NA	152	NA	SRP012682_blood_vessel
SRP012682	SRS648520	SRX631328	SRR1472998	66835566	TRUE	FALSE	65834760	blood_vessel	NA	152	NA	SRP012682_blood_vessel
SRP012682	SRS648679	SRX632667	SRR1476186	66778740	TRUE	FALSE	65140435	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS648257	SRX628907	SRR1467386	65373120	TRUE	FALSE	63487855	spleen	NA	152	NA	SRP012682_spleen
SRP012682	SRS524453	SRX407817	SRR1074839	65132476	TRUE	FALSE	63477585	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS524272	SRX405606	SRR1070573	65109804	TRUE	FALSE	64116060	bone_marrow	NA	152	NA	SRP012682_bone_marrow
SRP012682	SRS524946	SRX413468	SRR1085951	64685266	TRUE	FALSE	63120354	adrenal_gland	NA	152	NA	SRP012682_adrenal_gland
SRP012682	SRS637676	SRX598636	SRR1397073	64498136	TRUE	FALSE	62976259	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS389045	SRX221343	SRR655672	64491768	TRUE	FALSE	49878084	blood_vessel	NA	152	NA	SRP012682_blood_vessel
SRP012682	SRS639503	SRX607457	SRR1420109	64422522	TRUE	FALSE	63548867	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS524590	SRX409284	SRR1077708	64021622	TRUE	FALSE	62531718	pituitary	NA	152	NA	SRP012682_pituitary
SRP012682	SRS645768	SRX622561	SRR1453480	63885908	TRUE	FALSE	61591414	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS625754	SRX564772	SRR1324545	63828724	TRUE	FALSE	62263697	heart	NA	152	NA	SRP012682_heart
SRP012682	SRS524980	SRX413866	SRR1086728	63665116	TRUE	FALSE	62715057	lung	NA	152	NA	SRP012682_lung
SRP012682	SRS377769	SRX207861	SRR627464	63549492	TRUE	FALSE	57369503	lung	NA	202	NA	SRP012682_lung
SRP012682	SRS524791	SRX411613	SRR1082283	63473686	TRUE	FALSE	62080188	blood_vessel	NA	152	NA	SRP012682_blood_vessel
SRP012682	SRS524289	SRX405806	SRR1070960	63364384	TRUE	FALSE	62572026	thyroid	NA	152	NA	SRP012682_thyroid
SRP012682	SRS648684	SRX632729	SRR1476300	63236856	TRUE	FALSE	61074985	blood	NA	152	NA	SRP012682_blood
SRP012682	SRS628816	SRX574832	SRR1345974	62361746	TRUE	FALSE	61030634	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS526246	SRX420705	SRR1099669	62330526	TRUE	FALSE	61545914	ovary	NA	152	NA	SRP012682_ovary
